applicable_date,ROI-DA,load_forecast_ni,load_forecast_roi,aggregated_forecast,load_forecast_ni_four_day_aggregate_wind,load_forecast_roi_four_day_aggregate_wind,aggregated_forecast_four_day_aggregate_wind,total_pn,net_interconnector_schedule,tso_demand_forecast,tso_renewable_forecast,calculated_imbalance
05/07/2019 20:00,48.3,868,3254,4122,214.12,477.22,691.34,3065.8,230,4122,668.378,157.823
05/07/2019 21:00,44.42,831,3062,3893,202.48,405.83,-100000,2956.18,316,3894,634.549,-12.728
05/07/2019 22:00,40.21,817,2966,3783,90.02,352.79,-100000,3066.81,287,3782,613.147,-184.957
05/07/2019 23:00,45.28,723,2706,3429,172.17,358.65,530.82,2930.42,-48,3421,1163.97,-625.387
06/07/2019 00:00,40.93,641,2536,3177,166.18,329.73,495.91,2764.67,-58,3167,586.682,-126.351
06/07/2019 01:00,37.03,604,2423,3027,144.53,266.04,-100000,2601.32,0,3011,483.526,-73.845
06/07/2019 02:00,34.8,582,2341,2923,118.69,277.35,-100000,2388.07,58,2911,893.29,-428.359
06/07/2019 03:00,33,564,2292,2856,100.03,258.09,-100000,2433.26,33,2863,420.968,-24.227
06/07/2019 04:00,30.91,539,2261,2800,79.44,221.28,-100000,2415.97,143,2811,380.402,-128.371
06/07/2019 05:00,30.84,558,2268,2826,72.51,209.23,281.74,2387.99,0,2276,372.013,-484.002
06/07/2019 06:00,33.88,656,2448,3104,64.11,177.16,-100000,2656.75,211,3067,341.932,-142.681
06/07/2019 07:00,37.1,734,2748,3482,80.78,230.7,-100000,2828.16,564,2744,322.286,-970.445
06/07/2019 08:00,39.77,853,3079,3932,66.07,119.86,185.93,3025.6,796,3931,299.197,-189.796
06/07/2019 09:00,44.68,894,3274,4168,90.74,88.83,179.57,3058.29,490,3263,237.161,-522.45
06/07/2019 10:00,48.2,941,3332,4273,166.79,177.4,-100000,3064.17,530,4266,569.097,102.734
06/07/2019 11:00,53.81,948,3332,4280,147.08,142.91,-100000,3059.01,513,3334,237.325,-475.334
06/07/2019 12:00,51.47,872,3315,4187,113.2,164.65,277.85,3038.88,502,3324,298.242,-515.121
06/07/2019 13:00,43.28,824,3201,4025,154.17,155.1,-100000,2981.42,489,3213,278.297,-535.717
06/07/2019 14:00,38.92,796,3118,3914,240.14,276.91,517.05,2943.1,485,3131,319.023,-616.122
06/07/2019 15:00,37.65,835,3119,3954,177.65,249.61,-100000,2847.39,460,3954,368.46,278.151
06/07/2019 16:00,40.85,851,3188,4039,151.96,191.32,-100000,3037.12,359,4092,364.935,330.946
06/07/2019 17:00,51.5,912,3276,4188,154.53,254.85,-100000,3049.65,335,4187,386.729,415.622
06/07/2019 18:00,55.75,851,3167,4018,140.04,221.68,361.72,3050.14,168,3166,391.014,-443.154
06/07/2019 19:00,57.26,812,3033,3845,124.55,238.64,-100000,3013.56,442,3856,393.567,6.874
06/07/2019 20:00,52.53,784,2949,3733,146.51,225.16,371.67,3046.06,316,2948,374.977,-789.036
06/07/2019 21:00,52.28,765,2829,3594,82.02,192.54,274.56,3012.75,212,3592,375.5,-8.249
06/07/2019 22:00,45.68,745,2825,3570,82.54,198.05,280.59,3028.33,386,3597,367.888,-185.217
06/07/2019 23:00,48.84,675,2612,3287,98.68,197.78,296.46,2930.37,0,3301,354.583,16.048
07/07/2019 00:00,45.39,595,2399,2994,82.16,284.83,-100000,2843.31,0,3003,341.175,-181.484
07/07/2019 01:00,38.83,550,2276,2826,77.87,175.02,252.89,2625.67,15,2835,313.898,-119.567
07/07/2019 02:00,39.1,534,2245,2779,82.52,160.63,-100000,2574.42,15,2799,286.931,-77.35
07/07/2019 03:00,38.83,518,2242,2760,77.84,152.81,-100000,2462.18,63,2210,234.249,-549.428
07/07/2019 04:00,36,476,2220,2696,71.36,203.83,-100000,2433.72,69,2166,230.931,-567.65
07/07/2019 05:00,33.74,478,2167,2645,84.52,117.41,-100000,2430.55,-15,2125,231.078,-521.632
07/07/2019 06:00,35.32,515,2249,2764,107.38,169.23,-100000,2603.98,162,2780,232.176,-218.155
07/07/2019 07:00,36.54,600,2538,3138,104.09,86.26,190.35,2757.78,379,3118,255.383,-274.162
07/07/2019 08:00,39.8,719,2773,3492,109.14,90.78,-100000,3037.19,133,3491,261.709,59.102
07/07/2019 09:00,49.13,764,3008,3772,171.57,114.44,-100000,2968.86,661,3013,289.226,-906.085
07/07/2019 10:00,48.08,814,3109,3923,130.35,56.91,-100000,2992,450,3115,272.344,-599.343
07/07/2019 11:00,51.47,799,3187,3986,170.56,86.64,257.2,3026.04,398,3187,251.932,-488.971
07/07/2019 12:00,54.51,826,3199,4025,157.37,82.44,239.81,2998.01,519,3199,229.658,-547.667
07/07/2019 13:00,45.39,785,3105,3890,146.22,82.38,-100000,2981.94,0,3110,221.07,-93.009
07/07/2019 14:00,39.76,727,2974,3701,179.44,100.19,-100000,2769.6,506,3701,241.017,184.384
07/07/2019 15:00,40.9,751,3001,3752,167.99,89.26,257.25,3035.77,407,3753,236.311,73.92
07/07/2019 16:00,45.39,791,3102,3893,153.69,86.18,-100000,3058.19,370,3102,196.233,-522.422
07/07/2019 17:00,55.72,825,3162,3987,92.61,106.28,198.89,3138.66,358,3961,208.28,256.061
07/07/2019 18:00,60.01,808,3103,3911,98.81,110.18,-100000,3139.62,246,3899,172.347,341.034
07/07/2019 19:00,62,778,2965,3743,70.82,117.17,-100000,3167.47,59,3743,132.792,383.739
07/07/2019 20:00,62,785,2909,3694,61.23,151.28,-100000,3076.89,391,3680,184.503,27.608
07/07/2019 21:00,57.67,762,2795,3557,56.07,149.5,-100000,3024.23,0,3545,148.961,371.81
07/07/2019 22:00,47.37,741,2748,3489,27.18,75.11,-100000,2904.61,501,3484,143.567,-65.176
07/07/2019 23:00,46.46,675,2489,3164,66.19,141.42,-100000,2907.46,302,3080,107.514,-236.973
08/07/2019 00:00,39.63,567,2338,2905,17.1,79.62,-100000,2657.57,0,2881,95.057,128.374
08/07/2019 01:00,36.54,544,2213,2757,42.83,99.42,-100000,2421.71,311,2718,91.745,-106.454
08/07/2019 02:00,34.6,564,2149,2713,35.71,119.86,-100000,2637.12,356,2702,91.053,-382.172
08/07/2019 03:00,34.25,523,2177,2700,20.75,67.76,-100000,2510.56,310,2654,97.313,-263.872
08/07/2019 04:00,34.25,543,2177,2720,23.84,72.09,-100000,2447.61,319,2661,101.573,-207.182
08/07/2019 05:00,35.4,566,2283,2849,20.74,78.27,99.01,2919.33,367,2855,94.105,-525.431
08/07/2019 06:00,42.6,721,2724,3445,33.06,84.67,117.73,3223.08,619,3450,101.644,-493.723
08/07/2019 07:00,45.97,840,3158,3998,36.4,57.17,-100000,3426.36,0,4021,97.938,496.704
08/07/2019 08:00,81.39,950,3450,4400,38.52,35.08,-100000,3499.23,0,4410,105.39,805.381
08/07/2019 09:00,81.39,974,3509,4483,59.28,53.91,-100000,3522.43,0,3478,101.553,-145.981
08/07/2019 10:00,89.7,990,3540,4530,64.44,55.56,-100000,3513.59,0,3540,102.41,-75.999
08/07/2019 11:00,84.99,998,3574,4572,68.68,37.09,105.77,3532.74,0,3552,109.628,-90.367
08/07/2019 12:00,96.4,943,3600,4543,95.43,38.54,133.97,3502.12,0,3648,130.422,15.459
08/07/2019 13:00,90,912,3561,4473,53.78,55.82,109.6,3382.24,0,3556,124.107,49.654
08/07/2019 14:00,83.42,928,3547,4475,49.69,57.32,-100000,3357.04,0,4511,133.415,1020.55
08/07/2019 15:00,83.42,965,3560,4525,48.96,46.07,-100000,3488.02,0,3551,132.353,-69.372
08/07/2019 16:00,84.7,1036,3735,4771,62.08,55.51,-100000,3576.97,0,4644,137.609,929.422
08/07/2019 17:00,98,1046,3681,4727,34.37,85.28,119.65,3594.83,0,4817,138.474,1083.7
08/07/2019 18:00,80.1,924,3500,4424,26.42,68.27,94.69,3390.47,463,4544,139.362,551.169
08/07/2019 19:00,67.73,919,3415,4334,20.57,92.17,112.74,3359.97,343,4277,146.077,427.954
08/07/2019 20:00,59.19,876,3241,4117,13.83,93.14,-100000,3294.22,234,4259,168.927,561.854
08/07/2019 21:00,52.9,832,3078,3910,17.62,82.16,-100000,3204.69,309,3910,185.609,210.705
08/07/2019 22:00,43.4,812,3009,3821,13.88,81.8,95.68,2951.39,941,3896,198.032,-194.421
08/07/2019 23:00,42,670,2694,3364,13.57,110.17,123.74,2809.3,490,3388,209.781,-121.08
09/07/2019 00:00,38.75,617,2499,3116,67.72,91.44,159.16,2727.8,259,3136,226.416,-77.215
09/07/2019 01:00,37.79,584,2380,2964,26.36,92.38,-100000,2604.93,145,2406,268.102,-612.031
09/07/2019 02:00,37.75,548,2328,2876,66.81,132.1,-100000,2905.95,98,2901,282.658,-385.607
09/07/2019 03:00,37.67,561,2302,2863,39.3,62.62,-100000,2904.72,90,2880,304.153,-418.873
09/07/2019 04:00,37.66,546,2275,2821,23.31,73.56,-100000,2636.37,83,2872,276.615,-123.984
09/07/2019 05:00,38.18,590,2439,3029,21.91,51.69,73.6,2770.53,114,3026,244.546,-103.075
09/07/2019 06:00,41.28,728,2840,3568,84.46,114.41,198.87,3197.47,435,2840,286.326,-1078.79
09/07/2019 07:00,48.71,881,3280,4161,97.5,120.34,217.84,3547.05,405,3310,265.194,-907.243
09/07/2019 08:00,81.42,989,3562,4551,25.24,43.18,68.42,3556.45,0,3611,264.999,-210.448
09/07/2019 09:00,95,1003,3668,4671,55.54,223.29,-100000,3549.21,0,4652,261.885,840.906
09/07/2019 10:00,101,1007,3627,4634,128.45,158.99,287.44,3467.97,0,3704,346.644,-110.612
09/07/2019 11:00,90,1000,3625,4625,128.73,241.58,370.31,3474.96,0,3705,358.275,-128.233
09/07/2019 12:00,119.88,1012,3636,4648,130.17,278.6,-100000,3428.66,0,4736,327.926,979.416
09/07/2019 13:00,95,969,3570,4539,116.45,140.57,-100000,3338.67,0,3631,416.479,-124.148
09/07/2019 14:00,75,951,3552,4503,53.27,103.81,-100000,3271.55,0,4603,486.724,844.727
09/07/2019 15:00,64,950,3605,4555,96.74,167.95,-100000,3484.32,0,3650,430.642,-264.961
09/07/2019 16:00,80.92,1014,3645,4659,62.79,121.14,-100000,3521.05,0,3735,466.808,-252.857
09/07/2019 17:00,81.42,1009,3701,4710,28.16,123.29,151.45,3520.17,0,4863,424.321,918.51
09/07/2019 18:00,75,997,3599,4596,66.59,158.04,224.63,3410.09,530,4596,416.344,239.566
09/07/2019 19:00,64.36,939,3442,4381,11.05,109.45,-100000,3321.03,384,4392,279.104,407.867
09/07/2019 20:00,55.8,882,3274,4156,27.46,118.81,146.27,3268.28,742,4234,404.87,-181.149
09/07/2019 21:00,50.61,794,3144,3938,43.11,139.8,-100000,3156.23,246,4041,398.134,240.637
09/07/2019 22:00,42.48,786,3021,3807,23.76,103.13,126.89,3133.67,710,3884,427.944,-387.612
09/07/2019 23:00,45.63,647,2703,3350,41.55,171.8,213.35,2909.29,0,3357,423.678,24.033
10/07/2019 00:00,41.19,588,2512,3100,60.79,285.06,345.85,2958.91,330,3110,404.997,-583.906
10/07/2019 01:00,40.15,573,2382,2955,46.3,345.41,391.71,2725.77,15,2367,456.074,-829.843
10/07/2019 02:00,38.78,545,2319,2864,56.22,370.37,-100000,2724.07,-83,2861,504.959,-285.028
10/07/2019 03:00,38.78,563,2302,2865,38.11,110.14,-100000,2460.02,138,2840,525.418,-283.437
10/07/2019 04:00,38.77,550,2288,2838,31.36,101.57,132.93,2958.62,65,2814,520.796,-730.415
10/07/2019 05:00,41.19,588,2423,3011,58.04,234.63,292.67,2945.68,-15,2423,573.285,-1080.96
10/07/2019 06:00,46.08,729,2825,3554,117.36,377.09,494.45,3227.75,208,3549,516,-402.749
10/07/2019 07:00,54.58,898,3263,4161,99.85,271.02,-100000,3402.69,669,4179,553.016,-445.705
10/07/2019 08:00,67.93,983,3626,4609,96.78,317.06,413.84,3396.67,376,4601,609.209,219.122
10/07/2019 09:00,65,1000,3621,4621,67.78,87.93,-100000,3334.97,0,4661,680.811,645.219
10/07/2019 10:00,62,1002,3702,4704,70.45,153.94,-100000,3287.12,0,3702,811.486,-396.605
10/07/2019 11:00,56.71,987,3629,4616,87.18,207.67,-100000,3289.84,0,3704,867.918,-453.757
10/07/2019 12:00,56.71,993,3672,4665,129.61,363.14,492.75,3286.78,980,3717,937.155,-1486.93
10/07/2019 13:00,48.24,942,3594,4536,108.09,444.67,552.76,3034.44,928,4570,985.358,-377.797
10/07/2019 14:00,43.23,946,3554,4500,90.71,474.77,-100000,3258.69,867,3620,1052.5,-1558.19
10/07/2019 15:00,44.4,961,3577,4538,74.11,325.09,-100000,3088.62,808,3624,1026.51,-1299.13
10/07/2019 16:00,51.41,996,3661,4657,73.67,308.4,-100000,3255.99,651,3706,1047.74,-1248.73
10/07/2019 17:00,59.13,1086,3716,4802,60.07,323.67,383.74,3400.96,196,4811,972.062,241.979
10/07/2019 18:00,60.41,937,3565,4502,67.89,394.22,462.11,3314.74,211,4587,1147.24,-85.976
10/07/2019 19:00,57.04,939,3381,4320,74.48,631.89,-100000,3239.05,267,3381,1223.83,-1348.88
10/07/2019 20:00,50.75,915,3277,4192,67.11,357.31,-100000,3049.47,171,4125,937.812,-33.281
10/07/2019 21:00,50.19,790,3118,3908,37.33,188.05,225.38,3218.12,-249,4015,1164.18,-118.3
10/07/2019 22:00,44.71,776,3025,3801,163.17,664.13,-100000,3117.58,-15,3853,1200.41,-449.988
10/07/2019 23:00,42.26,688,2715,3403,31.08,152.06,-100000,2841.77,-415,3401,1189.41,-215.18
11/07/2019 00:00,37.89,586,2504,3090,64.88,312.59,377.47,2577.01,-304,3156,1101.41,-218.421
11/07/2019 01:00,35.74,562,2385,2947,63.25,200.14,-100000,2457.91,-355,2987,981.945,-97.854
11/07/2019 02:00,35.24,585,2310,2895,154.87,820.85,-100000,2452.62,-313,2889,850.922,-101.542
11/07/2019 03:00,35.2,563,2298,2861,105.99,458.95,-100000,2371.57,-186,2861,831.485,-156.055
11/07/2019 04:00,36.14,515,2278,2793,106.93,603.86,-100000,2696.28,-96,2325,655.507,-930.786
11/07/2019 05:00,40.1,578,2388,2966,19.45,92.98,-100000,2855.26,-15,3002,554.915,-393.174
11/07/2019 06:00,49.32,736,2814,3550,88.56,398.18,486.74,3060.4,422,3535,505.374,-452.773
11/07/2019 07:00,53.29,863,3257,4120,36.94,113.33,150.27,3128.4,403,4178,520.876,125.726
11/07/2019 08:00,65.93,1010,3602,4612,73.82,165.72,-100000,3149.89,0,3616,573.109,-106.998
11/07/2019 09:00,64,1027,3683,4710,137.67,336.84,-100000,3169.04,530,3683,557.463,-573.502
11/07/2019 10:00,57.98,993,3714,4707,60.03,63.46,123.49,3095.64,463,4711,549.172,603.189
11/07/2019 11:00,55.22,1014,3698,4712,156.62,409.55,-100000,3025.46,406,4742,699.739,610.803
11/07/2019 12:00,53.7,1032,3726,4758,75.79,238.19,313.98,3005.17,246,4750,615.36,883.471
11/07/2019 13:00,50.1,978,3653,4631,57.85,127.04,184.89,3030.14,96,3653,712.944,-186.083
11/07/2019 14:00,48.87,1009,3599,4608,185.94,583.42,-100000,3000.79,454,3628,791.917,-618.706
11/07/2019 15:00,48.23,970,3618,4588,155.89,615.61,771.5,3004.67,0,3618,960.689,-347.362
11/07/2019 16:00,49.39,971,3655,4626,44.16,115.09,-100000,3141.09,0,4712,991.582,579.329
11/07/2019 17:00,51.93,1086,3738,4824,138.66,621.31,-100000,2969.39,350,4854,757.147,777.464
11/07/2019 18:00,55.33,908,3567,4475,40.2,136.42,176.62,3072.21,279,3606,862.755,-607.964
11/07/2019 19:00,51.37,892,3440,4332,140.48,573.45,-100000,2996.29,170,4379,793.422,419.289
11/07/2019 20:00,48.58,818,3321,4139,83.13,501.15,-100000,3006.88,15,3321,742.663,-443.542
11/07/2019 21:00,48.87,800,3192,3992,169.94,633.08,-100000,3004.29,34,3192,697.476,-543.765
11/07/2019 22:00,42.11,742,3009,3751,153.17,573.59,-100000,2910.1,75,3799,792.215,21.686
11/07/2019 23:00,52.14,642,2729,3371,141.48,603.82,-100000,2899.97,-225,3370,783.784,-88.753
12/07/2019 00:00,41.73,581,2534,3115,45.31,108.07,-100000,2876.5,-106,3114,717.955,-374.454
12/07/2019 01:00,40.72,549,2420,2969,100.19,170.51,-100000,2878.6,-238,2964,759.089,-435.688
12/07/2019 02:00,39.16,534,2353,2887,191.62,613.8,-100000,2535.74,-381,2886,897.838,-166.577
12/07/2019 03:00,37.02,561,2338,2899,201.83,611.18,-100000,2879.71,-415,2866,840.689,-439.398
12/07/2019 04:00,37.05,503,2337,2840,226.36,682.67,909.03,2559.96,-498,2840,907.654,-129.613
12/07/2019 05:00,39.73,529,2423,2952,212.23,543.56,-100000,2803.46,0,2427,845.547,-1222.01
12/07/2019 06:00,44.99,720,2801,3521,97.12,412.01,509.13,3068.3,-467,2809,836.695,-628.994
12/07/2019 07:00,55.22,685,3253,3938,197.64,478.46,-100000,3198.19,-142,3261,778.445,-573.634
12/07/2019 08:00,59.94,948,3577,4525,210.81,444.8,655.61,3169.52,163,3596,762.988,-499.507
12/07/2019 09:00,59.23,800,3648,4448,161.08,324.73,-100000,3170.85,0,3660,1241.17,-752.02
12/07/2019 10:00,55.61,979,3646,4625,178.05,391.73,-100000,3118.38,399,3669,784.872,-633.251
12/07/2019 11:00,53.45,970,3665,4635,269.43,587.45,856.88,3065.18,0,3682,817.115,-200.294
12/07/2019 12:00,52.08,817,3687,4504,185.8,303.15,-100000,3061.8,499,3698,1053.92,-916.722
12/07/2019 13:00,44.06,896,3595,4491,323.98,735.81,1059.79,2970.58,594,3607,1091.76,-1049.33
12/07/2019 14:00,41.48,878,3586,4464,314.48,658.18,972.66,2989.9,182,3590,966.408,-548.308
12/07/2019 15:00,41.79,775,3517,4292,271.44,639.53,-100000,2957.83,117,4306,1120.19,110.985
12/07/2019 16:00,45.31,817,3551,4368,264.99,701.21,966.2,3022.55,437,3562,1116.95,-1014.5
12/07/2019 17:00,54.96,841,3598,4439,254.59,735.01,-100000,3189.9,373,4439,973.562,-97.46
12/07/2019 18:00,58.42,884,3511,4395,242.34,722.68,-100000,3194.66,240,4332,934.523,-37.182
12/07/2019 19:00,61.62,777,3345,4122,208.67,673.36,-100000,3093.75,0,4132,999.385,38.866
12/07/2019 20:00,54.65,794,3219,4013,183.06,600.7,-100000,3002.6,164,3995,838.232,-9.831
12/07/2019 21:00,53.63,736,3090,3826,163.21,508.07,-100000,3000.13,124,3826,751.67,-49.799
12/07/2019 22:00,44.77,725,3007,3732,151.2,516.69,667.89,3034.65,237,3738,664.258,-197.906
12/07/2019 23:00,51.09,641,2750,3391,153.8,425.2,-100000,2972.38,-15,3374,642.397,-225.776
13/07/2019 00:00,46.23,594,2546,3140,159.92,423.39,-100000,2817.45,-15,3111,624.192,-315.641
13/07/2019 01:00,41.76,540,2405,2945,109.27,351.02,460.29,2642.58,-75,2949,586.278,-204.857
13/07/2019 02:00,41.33,543,2333,2876,110.7,338.23,448.93,2553.32,-15,2855,544.996,-228.315
13/07/2019 03:00,40.77,521,2311,2832,127.66,324.77,452.43,2501.79,0,2815,481.063,-167.853
13/07/2019 04:00,41.13,501,2303,2804,119.06,299.68,-100000,2578.58,0,2795,449.734,-233.313
13/07/2019 05:00,40.95,519,2320,2839,122.05,282.56,404.61,2702.73,15,2829,429.768,-318.497
13/07/2019 06:00,41.33,589,2493,3082,98.33,245.23,343.56,2866.3,-15,2493,423.207,-781.506
13/07/2019 07:00,42.42,683,2805,3488,144.44,244.57,-100000,3045.44,302,2811,424.77,-961.209
13/07/2019 08:00,51.13,764,3110,3874,132.16,279.22,-100000,3331.83,382,3118,429.401,-1025.23
13/07/2019 09:00,62.97,768,3294,4062,141.13,157.24,298.37,3345.44,61,4091,414.332,270.229
13/07/2019 10:00,63.11,818,3342,4160,173.93,277.03,-100000,3339.03,546,3354,399.814,-930.843
13/07/2019 11:00,62.76,786,3370,4156,148.14,239.97,-100000,3287.7,668,3364,383.323,-975.022
13/07/2019 12:00,58.79,771,3340,4111,169.2,260.73,429.93,3113.34,375,3341,351.063,-498.402
13/07/2019 13:00,48.03,751,3237,3988,174.94,244.08,-100000,3018.74,383,4034,388.615,243.646
13/07/2019 14:00,44.41,770,3172,3942,199.75,222.83,422.58,2853.7,0,3174,409.051,-88.75
13/07/2019 15:00,43.49,716,3134,3850,178.74,229.38,-100000,2849.99,862,3918,398.588,-192.577
13/07/2019 16:00,44.41,781,3241,4022,159.58,239.26,-100000,3023.05,801,4023,400.864,-201.913
13/07/2019 17:00,55.94,773,3299,4072,153.32,313.23,-100000,3134.32,725,4121,405.904,-144.223
13/07/2019 18:00,58.89,774,3199,3973,220.19,356.99,-100000,3238.68,141,4014,393.298,241.023
13/07/2019 19:00,60,720,3044,3764,130.31,314.38,-100000,3239.36,302,3826,532.622,-247.981
13/07/2019 20:00,55.94,746,2922,3668,135.42,332.42,-100000,3091.23,268,3618,533.36,-274.589
13/07/2019 21:00,55.15,682,2835,3517,94.66,246.94,341.6,3088.41,224,3562,470.737,-221.146
13/07/2019 22:00,50.2,691,2756,3447,102.2,294.26,396.46,3003.11,241,3448,468.995,-265.104
13/07/2019 23:00,50.95,607,2556,3163,94.27,393.98,-100000,3008.12,-89,3153,435.439,-201.558
14/07/2019 00:00,50.82,547,2415,2962,65.86,234.4,-100000,3014.98,-282,2954,352.641,-131.62
14/07/2019 01:00,45.62,543,2287,2830,72.64,311.82,384.46,2885.73,-287,2804,329.665,-124.394
14/07/2019 02:00,43.55,519,2221,2740,49.85,239.99,289.84,2661.38,-212,2704,309.933,-55.312
14/07/2019 03:00,43.11,482,2194,2676,54.04,218.75,272.79,2684.2,-15,2669,288.648,-288.847
14/07/2019 04:00,42.23,477,2135,2612,57.59,251.95,309.54,2458.85,0,2151,224.563,-532.412
14/07/2019 05:00,39.93,462,2131,2593,48.03,196.58,244.61,2383.42,68,2594,217.997,-75.416
14/07/2019 06:00,40,488,2244,2732,39.87,114.02,153.89,2598.37,182,2239,178.272,-719.641
14/07/2019 07:00,40.25,565,2483,3048,88.8,134.01,222.81,2881.84,383,2483,152.736,-934.575
14/07/2019 08:00,44.41,641,2732,3373,93.77,96.16,189.93,3029.27,501,3370,160.881,-321.15
14/07/2019 09:00,53.53,681,2969,3650,109.1,81.33,190.43,3086.48,570,2966,147.959,-838.438
14/07/2019 10:00,59.6,734,3113,3847,102.11,59.66,-100000,3172.86,612,3115,159.572,-829.431
14/07/2019 11:00,61.7,779,3146,3925,105.96,46.57,152.53,3191.86,636,3155,147.222,-820.081
14/07/2019 12:00,64.28,792,3180,3972,122.41,82.64,-100000,3158.92,800,3184,165.471,-940.39
14/07/2019 13:00,51,725,3118,3843,123.16,79.23,202.39,3004.14,964,3114,147.459,-1001.6
14/07/2019 14:00,45.51,689,3030,3719,115.87,86.88,202.75,2891.26,530,3719,189.108,108.633
14/07/2019 15:00,44.41,705,2994,3699,96.72,84.22,-100000,2920.61,859,3698,186.326,-267.935
14/07/2019 16:00,48.94,775,3066,3841,106.05,107.58,-100000,2987.52,377,3855,181.675,308.806
14/07/2019 17:00,55.25,780,3149,3929,81.63,107.29,188.92,3083.49,397,3945,189.53,274.981
14/07/2019 18:00,61.7,783,3091,3874,63.3,144.21,-100000,3139.5,172,3860,192.19,356.311
14/07/2019 19:00,63.34,768,2999,3767,67.07,195.17,262.24,3170.24,34,3778,168.357,405.404
14/07/2019 20:00,61.7,775,2927,-100000,53.54,205.44,-100000,3078.7,377,3654,242.814,-44.513
14/07/2019 21:00,58.76,748,2838,3586,69.69,226.88,296.57,3035.78,331,3586,255.839,-36.618
14/07/2019 22:00,52.48,723,2776,3499,61.62,222.91,-100000,3016.08,353,3489,242.12,-122.199
14/07/2019 23:00,50.2,633,2526,3159,61.95,262.31,324.26,2835.33,269,3136,237.02,-205.349
15/07/2019 00:00,43.87,580,2357,2937,60.78,199.53,260.31,2872.98,245,2926,264.398,-456.377
15/07/2019 01:00,43.8,563,2247,2810,54.41,174.28,228.69,2537.51,167,2794,208.841,-119.35
15/07/2019 02:00,43.33,518,2206,2724,73.63,199.64,-100000,2800.97,232,2715,207.249,-525.218
15/07/2019 03:00,42.21,507,2197,2704,72.76,181.81,-100000,2403.03,0,2695,184.893,107.078
15/07/2019 04:00,41.07,510,2232,2742,77.41,120.82,-100000,2588.74,208,2742,174.934,-229.673
15/07/2019 05:00,44.23,550,2344,2894,55.27,130.76,-100000,2833.1,110,2337,164.306,-770.405
15/07/2019 06:00,45.45,674,2727,3401,64.32,141.58,-100000,3140.47,440,2726,170.529,-1025
15/07/2019 07:00,58.53,824,3215,4039,119.53,209.58,329.11,3267.68,397,3212,181.525,-634.204
15/07/2019 08:00,105.39,878,3539,-100000,81.22,143.68,224.9,3298.36,0,4421,194.976,927.665
15/07/2019 09:00,104.24,912,3617,4529,103.9,139.97,243.87,3313.99,0,4543,239.051,989.96
15/07/2019 10:00,98,884,3659,4543,150.48,181.96,332.44,3275.96,0,4582,317.258,988.783
15/07/2019 11:00,97,915,3689,4604,197.85,379.81,577.66,3228.15,0,3687,400.942,57.909
15/07/2019 12:00,110,912,3715,-100000,187.07,422.14,609.21,3220.15,0,3719,514.404,-15.553
15/07/2019 13:00,80.78,928,3641,4569,219.4,479.05,-100000,3101.75,0,4529,507.187,920.064
15/07/2019 14:00,65.5,880,3621,4501,205.54,455.85,-100000,3051.57,0,3617,526.836,38.595
15/07/2019 15:00,65.12,900,3648,4548,194.93,492.1,-100000,3127.91,0,4573,562.066,883.025
15/07/2019 16:00,80.78,969,3736,4705,167.18,449.9,617.08,3171.25,0,4747,548.878,1026.87
15/07/2019 17:00,98.9,940,3830,4770,134.2,368.68,502.88,3175.53,0,3830,461.173,193.298
15/07/2019 18:00,92.55,888,3618,4506,61.78,360.01,-100000,3181.25,943,4500,395.752,-20.001
15/07/2019 19:00,77.6,854,3438,4292,98.11,293.92,392.03,3134.25,814,3433,288.912,-804.161
15/07/2019 20:00,67.43,833,3321,-100000,97.87,247.84,-100000,3104.85,378,4146,246.135,417.016
15/07/2019 21:00,65.12,863,3175,4038,16.32,181.62,-100000,3086.63,0,4033,181.024,765.347
15/07/2019 22:00,52.71,761,3009,3770,82.35,190.05,272.4,3108.27,854,3773,171.723,-360.992
15/07/2019 23:00,55.99,653,2707,3360,73.71,267.15,340.86,2870.98,471,3393,163.028,-112.007
16/07/2019 00:00,49.04,581,2500,3081,27.3,171.72,-100000,2693.53,299,3139,167.869,-21.398
16/07/2019 01:00,45.72,567,2367,2934,21.49,126.13,147.62,2567.62,385,2360,164.75,-757.369
16/07/2019 02:00,43.99,539,2313,2852,58.17,156.16,214.33,2488.84,0,2903,171.153,243.008
16/07/2019 03:00,44.25,524,2305,2829,71.83,192.92,-100000,2422.39,0,2299,168.492,-291.881
16/07/2019 04:00,44.25,571,2337,2908,75.28,254.09,-100000,2427.78,127,2338,159.702,-376.485
16/07/2019 05:00,44.39,561,2450,3011,49.89,146.22,-100000,2880.67,379,3056,164.603,-368.271
16/07/2019 06:00,49.57,725,2840,3565,79.53,200.54,280.07,3234.86,494,2851,164.721,-1042.58
16/07/2019 07:00,54.36,790,3335,4125,96.91,253.67,350.58,3431.19,403,4210,182.555,193.253
16/07/2019 08:00,98.99,967,3633,4600,124.77,243.5,-100000,3457.22,0,4600,215.707,927.074
16/07/2019 09:00,95.5,989,3669,4658,98.01,124.71,222.72,3368.44,0,3681,236.397,76.164
16/07/2019 10:00,110,987,3672,4659,155.77,295.02,-100000,3350.38,0,3687,298.562,38.059
16/07/2019 11:00,97,910,3725,4635,138.69,200.48,339.17,2994.9,0,3713,358.995,359.106
16/07/2019 12:00,106.3,919,3744,4663,127.1,397.93,-100000,3356.78,0,4741,398.611,985.61
